"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2008026687,"99","9","2749HAWKINSPOINT RD","","BALTIMORE","MD","21226","AM KEEFE CO INC","8003331057","800000","","","","","N","","","","","","U","","1","00110998","99"
2008026931,"99","1","2200 E. CASTOR AVE","","PHILADELPHIA","PA","19107","MARANO TRUCK LEASE","9999999999","","","","","","N","","","","","","","","1","99999999","99"
2008027015,"99","8","1200 CONROY PL","","EASTON","PA","18040","EASTON COACH CO","9999999999","","","","","","N","","","","","","","","1","99999999","10"
2008036792,"03","1","2101 HARDY PARKING STRE","","GROVE CITY","OH","43123","PITT-OHIO EXPRESS","8567646428","073280","","","","","N","","","","","","N","","2","00190180","08"
2008047382,"05","4","PO BOX 250","","WESTOVER","MD","21871","ALLSTATE SALVAGE","9999999999","800000","","","","","N","","","","","","N","","1","00250518","08"
2008048179,"99","9","STATE & ASHBURNER","","PHILADELPHIA","PA","99999","CITY OF PHILADELPHIA","9999999999","065040","","","","","N","","","","","","","","1","","99"
2008048601,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2008048603,"99","8","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","","","1","","11"
2008048606,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","1","","11"
2008049349,"02","3","1775 BASELINE ROAD","","OSNEGO","IL","60543","KEEN TRANSPORT INC.","3092667816","080009","","","","","N","","","","","000313626","N","A-00102431","1","00120673","06"
2008051579,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","1","","11"
2008051741,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2008051766,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","2","","11"
2008051793,"02","8","UNKNOWN","","PHILADELPHIA","PA","19107","SEPTA","9999999999","026001","","","","","N","","","","","","N","","1","","11"
2008053190,"99","7","300 HEDLEY ST","","PHILADELPHIA","PA","19137","BFI WASTE SERVICES","9999999999","","","","","","N","","","","","","","","2","","05"
2008057856,"99","1","116 E 1100 NPO BOX 2198","","CHESTERTON","IN","46304","PRIORITY TRANS LLC","9999999999","","","","","","N","","","","","","","","1","","06"
2008059164,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19151","SEPTA","9999999999","","","","","","N","","","","","","N","","1","","11"
2008061303,"99","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","","","1","","08"
2008071856,"99","1","1401 HADDONFIELD RD","","CHERRY HILL","NJ","08034","RYDER TRUCK RENTAL","2159900983","","","","","","N","","","","","","N","","1","","05"
2008073510,"99","1","1640 BLAIR ST","","THOMASVILLE","NC","27360","SHELBA D. JOHNSON","9999999999","999999","","","","","N","","","","","","N","","1","9999999","08"
2008073933,"02","1","5250 OLD MAUMEE RD.","","FORT WAYNE","IN","46803","PENSKE TRUCK LEASING CO LP","9999999999","033000","","","","","N","","","","","","N","","2","","03"
2008081501,"02","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","2","","11"
2008081543,"99","9","UNKNOWN ADDRESS","","UNKNOWN CITY","ZZ","999999999","UNKNOWN CARRIER","9999999999","080000","","","","","N","","","","","","N","","1","99999999","08"
2008082137,"99","9","EXIT 256 OFF I-80","PO BOX 454","DRUMS","PA","18222","C 7 H TRANSPORT INC","9999999999","064000","","","","","N","","","","","","N","","3","","99"
2008082599,"05","1","6487 HWY175 POBOX268","","ALLENTON","WI","53002","KREILKEMP","8005581724","","","","","","N","","","","","","N","","1","00100139","06"
2008083641,"99","9","329 JEFFERSON RD","","ROCHESTER","NY","14623","RYDER TRUCK RENTAL INC","9999999999","080000","","","","","N","","","","","275859","N","","2","0566783","06"
2008088261,"99","8","UNKNOWN","","PHILADELPHIA","PA","99999","SEPTA","9999999999","999999","","","","","","","","","","","U","","1","","11"
2008088833,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","1","","11"
2008091183,"03","1","UNKNOWN","","CAMDEN","NJ","08000","CAMDEN STEEL AND IRON CO.","9999999999","080000","","","","","N","","","","","","N","","2","01104355","08"
2008100995,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","2","","11"
2008108332,"99","1","408 N. TRUCK HAVEN RD","","EAST PEORIA","IL","61611","ROADWAY EXPRESS INC","9999999999","","","","","","N","","","","","","U","","2","","08"
2008108607,"99","8","7060 ESSINGTON AVE","","PHILADELPHIA","PA","19153","PCAA,LCC","9999999999","","","","","","N","","","","","","N","","1","","10"
2008116118,"05","1","344 S. FRONT STREET","","PHILADLEPHIA","PA","19148","BROOKS PROVISIONS","2154653100","080000","","","","","N","","","","","000313687","N","","1","00282692","06"
2008116570,"99","9","2800 GRANT AVE","","PHILADELPHIA","PA","19114","CLEMENT & MULLER, INC","9999999999","032900","","","","","N","","","","","","U","","2","09999999","05"
2008118636,"02","1","100 S BROAD ST","3RD FL","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","9999999999","029000","","","","","N","","","","","","N","","2","","03"
2008122569,"99","8","1234 MARKET STREET","","PHILADELPHIA","PA","19108","SEPTA","9999999999","","","","","","","","","","","","U","","2","","11"
2008127376,"05","9","UNKNOWN","","UNKNOWN","ZZ","000000000","UNKNOWN","9999999999","","","","","","N","","","","","","N","","1","","99"
2008133304,"02","8","3101 ORTHODOX ST","","PHILADELPHIA","PA","19107","YELLOW BUS CO","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2008133324,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","2","","11"
2008133601,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","1","","11"
2008133644,"02","3","45 NEWELL STREET","SOUTHINGTON","SOUTHINGTON","CT","06489","YARDE METALS","8886637050","033000","","","","","N","","","","","","N","","1","00299202","03"
2008133706,"02","8","3740 THOMPSON","PHILA PA","PHILADELPHIA","PA","19137","ATLANTIC EXPRESS","2155375405","999999","","","","","N","","","","","","N","","1","","11"
2008134484,"05","1","1955 WEST NORTH AVENUE","","MELROSE PARK","IL","60160","AMERICAN PROCUREMENT & LOGISTICS","7173354106","080000","","","","","N","","","","","","N","","1","00467296","08"
2009000790,"99","9","835 NE LYCMING ST","","PHILADELPHIA","PA","19124","OCONNER TRUCK LEASING","9999999999","054000","","","","","N","","","","","","N","","2","","99"
2009000791,"99","9","304 PARKVIEW AVE","","LANGHORNE","PA","19047","JAMES STANLEY","9999999999","073280","","","","","N","","","","","","N","","1","","99"
2009002396,"99","2","3 RIDLEY DR,","","WALLINGFORD","NJ","19086","BRETT WATERS","8564884465","080000","","","","","N","","","","","","N","","1","00237425","08"
2009004115,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","2","","11"
2009013598,"99","7","1600 ARCH ST","","PHILA","PA","19103","CITY OF PHILA","9999999999","099999","","","","","N","","","","","","N","","2","09999999","05"
2009013662,"99","1","901 MARKET ST","","PHILADELPHIA","PA","99999","UNITED STATES POSTAL OFFICE","9999999999","","","","","","N","","","","","","N","","1","","99"
2009013664,"99","1","RT. 10 GREEN HILLS","BOX 405","READING","PA","19603","PENSKE TRUCK LEASING","9999999999","033000","","","","","N","","","","","","N","","2","","99"
2009025110,"99","9","3018 HARVESTER DRIVE","","NONROE","LA","21203","SCOTT POWERLINE & UTI EOP LLC","9999999999","","","","","","N","","","","","","N","","1","","99"
2009026032,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","2","","11"
2009026863,"02","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SOUTHEASTERN PENNSYLVANIA TRANS","2155808570","","","","","","N","","","","","","N","","2","","11"
2009037170,"99","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","","","","","","N","","","","","","N","","2","","08"
2008044022,"99","1","2 ELM ST","","ASTON","PA","19014","QCI INC","9999999999","","","","","","N","","","","","","","","3","99999999","98"
2008044662,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","2","99999999","11"
2008046748,"03","8","1234 MARKET ST. 14TH FL","","PHILADELPHIA","PA","19107","SOUTHEASTERN PA TRANSPORTATION A","2155807344","026000","","","","","N","","","","","","N","","1","00010206","11"
2008046773,"05","1","10449 DOW GIL ROAD","","ASHLAND","VA","23005","COX TRANSPORTATION SERV. INC.","8002888118","080000","","","","","N","","","","","","N","","1","00255631","08"
2008047662,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","1","","11"
2008048602,"99","8","5530 E. 31ST ST","","TULSA","OK","74135","DTG OPERATIONS","9999999999","","","","","","N","","","","","","","","1","","11"
2008048605,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","2","","11"
2008049368,"99","1","2458 BRANDON CT","","BENSALEM","PA","19020","NONE","2676883102","011000","","","","","N","","","","","","N","","2","00512674","02"
2008049783,"02","8","52 N. 10TH STREET","","PHILADELPHIA","PA","19107","NEW CENTURY TRAVEL","2156272222","057000","","","","","N","","","","","000367489","N","","1","00911125","11"
2008051403,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","1","","11"
2008051425,"99","8","2500 WHEATSHEAF","","PHILADELPHIA","PA","19137","DURHAM SCHOOL SERVICES","9999999999","","","","","","N","","","","","","N","","1","","11"
2008051782,"99","8","4157 CRESSON ST","","PHILADELPHIA","PA","99999","LEAHY TRANSPORTATION INC","9999999999","","","","","","N","","","","","","","","2","","11"
2008052216,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","1","","11"
2008053206,"99","9","1401 BERLIN RD","","CHERRY HILL","NJ","08034","RYDER TRANS SERVICE","9999999999","","","","","","N","","","","","","U","","1","","99"
2008057372,"99","8","734 SCHUYLKILL AVE","","PHILADELPHIA","PA","19146","SCHOOL DISTRICT OF PHILA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2008059070,"99","8","734 SCHUYLKILL AVE","","PHILADELPHIA","PA","19132","SCHOOL DISTRICT OF PHILA","9999999999","","","","","","N","","","","","","N","","1","","11"
2008059203,"99","8","1234 MARKT ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","U","","2","","11"
2008061010,"99","8","UNKNOWN","","PHILADELPHIA","PA","99999","SEPTA","9999999999","","","","","","N","","","","","","","","1","","11"
2008062192,"02","8","1234 MARKET ST 14TH FLO","","PHILADELPHIA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","U","","2","","11"
2008069515,"02","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","2158318580","","","","","","N","","","","","","N","","1","","10"
2008069637,"02","8","1520 CHESTER PIKE","","FOLCROFT","PA","19032","DELAWARE COUNTY TRANSPORTATION","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2008069693,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","1","","11"
2008072762,"99","9","100 S. BROAD ST","","PHILADEPHIA","PA","19110","CITY OF PHILA","9999999999","059220","","","","","N","","","","","","U","","2","","99"
2008079297,"99","9","100 S. BROAD ST.","","PHILADEPHIA","PA","99999","CITY OF PHILA","9999999999","999999","","","","","N","","","","","","N","","1","","99"
2008081480,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","2","","11"
2008081565,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","1","","11"
2008085834,"02","2","7340 STATE ROAD","","PHILADELPHIA","PA","19136","NJP INC DBA FAMILY FUEL","2153333763","033000","3","","","","Y","1","","","","","N","","1","","09"
2008091708,"99","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","U","","1","99999999","08"
2008095596,"99","1","200 HANSEN ACCESS RD","","KING OF PRUSSIA","PA","19406","RYDER TRUCK RENTAL","9999999999","","","","","","N","","","","","","N","","1","","99"
2008098428,"99","9","201 HERING BONE LN","","BESALEM","PA","19020","LOVETT HAULING","9999999999","073280","","","","","N","","","","","","N","","1","","99"
2008100503,"99","8","2 PENSDALE LN","","WILLINGBORO","NJ","08046","WILCO TOURS","9999999999","","","","","","N","","","","","","N","","1","","11"
2008100886,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","1","","11"
2008100992,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","5","","11"
2008101336,"99","8","510 WALNUT ST","SUITE 510","PHILADELPHIA","PA","19106","DLC MANAGEMENT INC","9999999999","","","","","","N","","","","","","U","","1","","10"
2008103102,"02","8","1234 MARKET ST","14TH FLR","PHILADELPHIA","PA","19107","SEPTA","2155807800","058000","","","","","N","","","","","","N","","1","","11"
2008103440,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","2","","11"
2008107653,"03","1","6721 HARBISON AVE","","PHILADELPHIA","PA","19149","LOUIS TRANSPORT","2158686032","080000","","","","","N","","","","","","N","","1","01687503","06"
2008108612,"99","1","2334 N 24TH ST","","PHILADELPHIA","PA","19132","A J CRUMBLEY","9999999999","058400","","","","","N","","","","","","N","","1","","05"
2008120895,"99","8","9025 RIVER RD","","INDIANAPOLIS","IN","46240","DURHAM SCHOOL BUS SERVICES","2155357300","","","","","","N","","","","","","N","","1","","10"
2008121125,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","2","","11"
2008122863,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","2","","11"
2008122865,"02","8","440 N BROAD ST","","PHILADELPHIA","PA","99999","SCHOOL DISTRICT","9999999999","999999","","","","","N","","","","","","N","","4","","11"
2008127400,"05","3","5123 LANCASTER AV","","PHILADELPHIA","PA","19131","JACK B HOY","2154773600","080000","","","","","N","","","","","000182289","N","","1","00267250","08"
2008133627,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SETA","9999999999","","","","","","N","","","","","","N","","1","","11"
2008134173,"03","2","1713 N. MAIN ROAD","","VINELAND","NJ","08360","SAMUEL COLARUZZO","8566911142","080000","","","","","N","","","","","","N","","1","00156123","08"
2009001006,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","3","","11"
2009002395,"03","1","12755 E. NINE MILE RD","","WARREN","MI","48089","MASON DIXON LINES","8002510261","080000","","","","","N","","","","","","N","","1","00041208","08"
2009003147,"99","8","819 GLENSIDE AVE","","WYNCOTE","PA","99999","FIRST STUDENT BUS","9999999999","","","","","","N","","","","","","N","","2","","99"
2009006882,"99","9","UNKNOWN","","UNKNOWN","ZZ","999999999","UNKNOWN","9999999999","999999","","","","","","","","","","","U","","1","","99"
2009012659,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","1","","11"
2009013841,"99","9","C/O EDWARD ANTONI","1193 MILDRED AVENUE","BENSALEM","PA","19020","ATLANTIC TOWING INC","9999999999","025500","","","","","","","","","","","U","","2","","05"
2009025379,"99","9","1600 ARCH ST","","PHILADELPHIA","PA","19103","CITY OF PHILA","9999999999","034800","","","","","N","","","","","","U","","3","","99"
2009030412,"02","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2155806407","","","","","","N","","","","","","N","","1","","11"
2009030442,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","1","","11"
2009030779,"99","8","6821 NORWICH DR","","PHILADELPHIA","PA","19153","ALL CITY TRANSPORT","9999999999","","","","","","N","","","","","","N","","1","","11"
2009036411,"05","7","5109 BLEIGH AVE","","PHILADELPHIA","PA","19135","WB SERVICES","2156243197","800000","","","","","N","","","","","","N","","1","01314641","08"
2008036796,"99","1","1401 HADDONFIELD BERLIN","","CERRY HILL","ZZ","08034","RYDER TRUCK RENTAL IN.","9999999999","025500","","","","","N","","","","","","","","2","99999999","05"
2008043958,"99","8","1119 N. BODINE ST","","PHILADELPHIA","PA","19123","76 CARRIAGE CO INC","9999999999","","","","","","N","","","","","","","","4","99999999","10"
2008044005,"02","8","6821 NORWITCH DR","","PHILADELPHIA","PA","19153","ALL CITY TRANSPORT","9999999999","999999","","","","","N","","","","","","N","","2","99999999","11"
2008044639,"99","8","1234 MARKET ST 14TH FL","","PHILDELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","","","2","99999999","11"
2008049347,"05","4","4516 S STREET","","CAPITAL HEIGHTS","MD","20743","TAC TRANSPORT","3015839555","080000","","","","","N","","","","","","N","","1","00970281","06"
2008049875,"99","8","UNKNOWN","","PHILADELPHIA","PA","19137","DURHAM SCHOOL SVCS","9999999999","","","","","","N","","","","","","","","5","","11"
2008050826,"99","1","500 SAMPSON ST","","UNKNOWN","PA","99999","COOKS WHOLESALE","9999999999","033000","","","","","N","","","","","","N","","1","9999999","05"
2008051749,"99","8","300 PENN AVE","","UNKNOWN","PA","19057","LION TOURS","9999999999","","","","","","N","","","","","","","","1","","11"
2008052181,"99","8","SCHUYLKILL","","PHILADELPHIA","PA","19132","SCHOOL DISTRICT OF PHILADELPHIA","2154004000","","","","","","N","","","","","","N","","1","","11"
2008053976,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","2","","11"
2008054190,"99","9","1887 STOUT DR","","WARMINSTER","PA","18974","WALTER H MCKEON INC","9999999999","073280","","","","","","","","","","","U","","1","","99"
2008057746,"02","1","1592 RT 38 PO BOX 619","","LUMBERTON","NJ","08048","HADDON HOUSE","8772944437","","","","","","N","","","","","","N","","3","00297242","06"
2008059205,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","1","","11"
2008060912,"99","7","2904 S CHRISTOPHER","COLUMBUS BLVD","PHILADELPHIA","PA","19148","TAC TRANSPORT LLC","2153342159","800000","","","","","N","","","","","","U","","2","","08"
2008074475,"08","1","2101 HARDY PARKWAY STRE","","GROVE CITY","OH","43123","PITT OHIO EXPRESS","8563092377","073280","","","","","N","","","","","","N","","2","","08"
2008081467,"99","8","1234 MARKET ST 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","1","","11"
2008081482,"99","8","UNKOWN","","PHILADELPHIA","PA","99999","SEPTA","9999999999","","","","","","N","","","","","","N","","1","","11"
