"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2015117635","5","5","","","","S","02","25","TABOR RD","4","","67"
"2015115136","4","4","2014","0071","550","W","2","25","LEHIGH AV","2","3","67"
"2015117612","3","3","1009","0090","831","N","2","25","BUSTLETON AV","2","3","67"
"2015115089","6","6","8059","0750","0","E","02","","RAMP RD","2","1","67"
"2015088668","5","5","","","","S","02","25","SHURS LN","4","","67"
"2015089614","3","3","","","","S","02","25","N 2ND ST","4","","67"
"2015095239","3","3","4005","0030","368","N","02","25","GERMANTOWN AV","2","3","67"
"2015078694","5","5","","","","N","02","25","FRONT ST","4","","67"
"2015075245","3","3","","","","N","01","35","11TH ST","4","","67"
"2015078647","4","4","2008","0051","311","W","2","30","GIRARD AV","2","3","67"
"2015078655","3","3","4021","0040","57","E","2","25","WADSWORTH AV","2","3","67"
"2015120509","3","4","","","","S","01","25","S 17TH ST","4","","67"
"2015053994","3","3","","","","S","02","25","GERMANTOWN AV","4","","67"
"2015059119","6","6","","","","S","02","25","LC TO FRONTAGE RD","4","","67"
"2015049171","4","4","3015","0101","561","S","2","25","SIXTYTHIRD ST","2","3","67"
"2015040849","3","3","0232","0072","0","N","2","25","OXFORD AV","2","3","67"
"2015118169","3","3","3005","0110","1385","N","2","35","BELMONT AV","2","3","67"
"2015118186","3","3","4004","0090","2949","W","02","25","OLNEY AV","2","3","67"
"2015054012","4","3","","","","W","02","25","E WYOMING ST","4","","67"
"2015053953","5","5","","","","S","01","25","15TH ST","4","","67"
"2015053964","4","5","","","","S","02","25","4TH ST","4","","67"
"2015060721","3","3","0095","0191","254","S","3","55","DELAWARE EX","1","1","67"
"2015027838","3","3","0676","0003","2506","W","3","55","VINE STREET EX","1","1","67"
"2015034127","3","3","2006","0080","2506","E","2","25","SPRING GARDEN ST","2","3","67"
"2015034132","4","4","","","","S","02","25","49TH ST","4","","67"
"2015034150","4","4","","","","E","02","25","WINCHESTER AV","4","","67"
"2015034153","6","6","3013","0011","0","S","2","35","ISLAND AV","2","3","67"
"2015034158","4","4","","","","E","02","25","STRAHLE ST","4","","67"
"2015034161","4","4","","","","N","02","25","MASCHER ST","4","","67"
"2015034169","5","5","","","","W","02","25","CHALFONT DR","4","","67"
"2015034174","3","4","","","","S","02","25","STANWOOD ST","4","","67"
"2015034182","3","3","0291","0181","1870","S","3","25","BROAD ST","2","3","67"
"2015034245","3","3","1010","0014","112","E","2","20","PRINCETON AV","2","3","67"
"2015047592","3","3","","","","S","02","25","REESE ST","4","","67"
"2015047552","5","5","","","","E","02","25","CHELTEN AV","4","","67"
"2015047577","3","3","","","","W","02","25","CRESHEIM VALLEY DR","4","","67"
"2015054463","3","3","0076","3444","4161","E","2","50","SCHUYLKILL EX","1","1","67"
"2015121039","3","3","3018","0080","599","W","2","30","HAVERFORD AV","2","3","67"
"2015117637","3","3","0001","0301","0","S","03","45","ROOSEVELT BL","2","3","67"
"2015117689","3","5","6001","0270","0","N","3","40","ROOSEVELT BL","2","3","67"
"2015051713","4","4","1002","0031","1219","W","2","35","CHELTENHAM AV","2","3","67"
"2015038586","4","4","","","","N","02","25","BRISTOL ST","4","","67"
"2015038680","4","4","3007","0041","1772","W","3","25","BENJAMIN FRANKLIN PY","2","3","67"
"2015038615","4","4","1009","0111","2003","S","2","25","BUSTLETON AV","2","3","67"
"2015038632","6","6","","","","W","06","35","JAMES ST","4","","67"
"2015038986","6","6","8019","0250","1445","S","2","25","RAMP D RD","2","1","67"
"2015038666","3","3","2001","0020","1367","E","2","30","OREGON AV","2","3","67"
"2015064337","5","5","3021","0010","0","E","02","25","ELMWOOD AV","2","3","67"
"2015043331","3","3","0076","3434","2306","E","3","50","SCHUYLKILL EX","1","1","67"
"2015009062","4","4","8011","0760","301","N","01","","RAMP DELAWARE AV TO 95N RD","2","1","67"
"2015009578","3","3","","","","N","01","25","MILDRED ST","4","","67"
"2015009599","5","5","","","","E","02","25","BENNER ST","4","","67"
"2015033324","3","3","0095","0234","1260","N","4","55","DELAWARE EX","1","1","67"
"2015130301","3","3","","","","N","02","","HORROCKS ST","4","","67"
"2015131234","4","4","1002","0021","1871","W","2","35","CHELTENHAM AV","2","3","67"
"2015131233","3","3","0291","0180","526","N","3","25","BROAD ST","2","3","67"
"2015131228","9","9","3043","0011","0","S","2","35","HAVERFORD RD","2","3","46"
"2015131210","3","4","","","","S","02","25","BROUS AV","4","","67"
"2015131244","5","5","","","","W","02","25","UNRUH AV","4","","67"
"2015131260","4","4","","","","E","01","","RUAN ST","4","","67"
"2015131273","3","3","4005","0020","1750","S","2","25","GERMANTOWN AV","2","3","67"
