"CRN","RDWY_SEQ_NUM","ADJ_RDWY_SEQ","ROUTE","SEGMENT","OFFSET","RDWY_ORIENT","LANE_COUNT","SPEED_LIMIT","STREET_NAME","ROAD_OWNER","ACCESS_CTRL","RDWY_COUNTY"
"2020017012","5","4","","","","S","02","20","DISSTON ST","4","","67"
"2020017600","4","4","","","","S","02","25","57TH ST","4","","67"
"2020020243","3","3","0676","0014","1014","E","2","55","VINE STREET EX","1","1","67"
"2020029306","3","3","0676","0004","1674","E","3","55","VINE STREET EX","1","1","67"
"2020028378","6","6","","","","W","02","30","W LEHIGH AV","4","","67"
"2020013953","3","3","","","","S","01","20","N HOWARD ST","4","","67"
"2020016627","3","3","","","","N","02","20","I ST","4","","67"
"2020015273","3","3","","","","W","04","25","RED LION RD","4","","67"
"2020020182","3","3","","","","N","01","20","7TH ST","4","","67"
"2020029603","3","3","","","","N","99","25","ALGON AV","4","","67"
"2020029257","4","4","2009","0060","0","N","2","30","ARAMINGO AV","2","3","67"
"2020012901","3","3","0013","0250","1117","N","3","30","FRANKFORD AV","2","3","67"
"2020018676","3","3","2009","0040","826","S","2","30","ARAMINGO AV","2","3","67"
"2020019672","3","3","","","","N","02","30","N 22ND ST","4","","67"
"2020020929","3","3","","","","N","02","30","S 58TH ST","4","","67"
"2020029300","3","3","0095","0170","2471","N","3","55","DELAWARE EX","1","1","67"
"2020028378","3","3","0611","0080","1138","N","4","30","BROAD ST","2","3","67"
"2020015604","3","3","","","","N","02","20","ROWLAND AV","4","","67"
"2020016750","3","4","","","","N","02","20","THOMPSON ST","4","","67"
"2020020346","3","3","0076","3410","1955","E","4","50","SCHUYLKILL EX","1","1","67"
"2020028995","3","3","3005","0090","2376","B","2","25","LANCASTER AV","2","3","67"
"2020029299","3","3","0095","0144","1866","N","4","55","DELAWARE EX","1","1","67"
"2020015808","3","4","","","","S","02","20","LIMEKILN DR","4","","67"
"2020020835","3","3","","","","S","02","15","JASPER ST","4","","67"
"2020020866","5","5","","","","S","02","25","BLUE GRASS RD","4","","67"
"2020028896","3","3","2001","0120","907","N","3","30","DELAWARE AV","2","3","67"
"2020014587","3","3","0095","0275","2162","S","4","55","DELAWARE EX","1","1","67"
"2020046465","5","5","","","","W","02","","SOLLY AV","4","","67"
"2020017018","5","4","","","","E","01","20","NORRIS ST","4","","67"
"2020021886","7","7","","","","U","99","","DEVEREAUX AV","4","","67"
"2020029257","3","3","1005","0050","0","E","2","25","CASTOR AV","2","3","67"
