"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2013005504,"04","3","PO BOX 248","","LANGHORNE","PA","19047","MAWSON AND MAWSON INC","2157501100","030000","","","","","N","","","","","","N","","2","00113529","08"
2013006884,"02","8","4157 CRESSON ST","","PHILADELPHIA","PA","19127","LEAHY TRANSPORTATION INC","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2013006884,"02","8","1234 MARKET ST","14TH FL","PHILADELPHIA","PA","19107","SOUTHEASTERN PENN TRANS","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2013012109,"99","8","6821 NORWITCH DR","","PHILADELPHIA","PA","19153","ALL CITY TRANSPORTATION INC","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2013022246,"99","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","2","","08"
2013022319,"99","1","110 S TEXAS STREET,PO B","","PITTSBURGH","PA","75686","JBS SOUDERTON INC DBA MOPAC","9999999999","052000","","","","","N","","","","","","N","","1","","05"
2013023515,"99","8","440 N BRAOD ST","","PHILADELPHIA","PA","19130","THE SCHOOL DISTRICT OF PHILADE","9999999999","999999","","","","","N","","","","","","N","","3","","11"
2013025464,"02","1","6929 -N- LAKEWOOD AV","","TULSA","KS","74117","EAN HOLDINGS","0000000000","026000","","","","","N","","","","","","N","","3","01493874","03"
2013027336,"02","8","1234 MARKET ST","14TH FLOOR","PHILADELPHIA","PA","19107","SOUTHEASTERN PA TRANSPORTATION","2155807947","042540","","","","","N","","","","","","N","","2","00010206","11"
2013029630,"99","6","UNKNOWN","","UNKNOWN","ZZ","99999","LENNY'S TOWING","9999999999","999999","","","","","N","","","","","","N","","3","","05"
2013041348,"99","1","1761 NEWPORT RD","","EPHRATA","PA","17522","DS WATERS OF AMERICA INC","9999999999","033000","","","","","N","","","","","","N","","2","","05"
2013041958,"03","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SOUTHEASTERNPENNSYLVANIATRANSPOR","2155807800","999999","","","","","N","","","","","","N","","1","","11"
2013043403,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2013043429,"99","8","4621 CASTOR AVE","","PHILADELPHIA","PA","19124","NORTHWOOD ACADEMY CHARTER SCHO","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2013046444,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","","","1","","99"
2013047270,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2013047909,"03","4","1236 HADDONFIELD BERLIN","","GIBBSBORO","NJ","08009","WARD SAND AND MAT","8565229631","050000","","","","","N","","","","","","N","","2","00010072","09"
2013050251,"05","2","2740 N MAYFAIR","PO BOX 4208","SPRINGFIELD","MO","65803","NEW PRIME INC","9999999999","080000","","","","","N","","","","","","N","","1","00003106","08"
2013055887,"99","8","225 GEIGER RD","","PHILADELPHIA","PA","19115","PCA EMSTAR HOLDINGS LP","9999999999","","","","","","N","","","","","","N","","2","","10"
2013055926,"99","1","2 MISSISSIPPI TRAIL","","TURNERSVILLE","NJ","08012","T&D TRUCKING","9999999999","999999","","","","","N","","","","","","N","","2","","08"
2013055935,"99","8","3740 EAST THOMPSON ST","","PHILADELPHIA","PA","19137","ATLANTIC EXPRESS OF PA INC","9999999999","","","","","","N","","","","","","N","","1","","11"
2013062599,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2013062636,"99","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SEPTA","2155807800","999999","","","","","N","","","","","","N","","1","","11"
2013063547,"03","1","1756 WEST 6TH ST","","BROOKLYN","NJ","11223","YING TRUCKING INC","2122262471","080000","","","","","N","","","","","","N","","2","02132851","08"
2013070309,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2013080026,"99","8","1234 MARKET ST,14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","1","","11"
2013084147,"05","1","500 OLD DOMINION WAY","","THOMASVILLE","NC","27360","OLD DOMINION FREIGHT LINE, INC","8003313837","080000","","","","","N","","","","","","N","","2","00090849","08"
2013088211,"05","1","1401 HADDONFIELD BERLIN","","CHERRY HILL","NJ","08003","RYDER TRUCK RENTAL","6094270999","080000","","","","","N","","","","","","N","","1","00298352","08"
2013090128,"03","5","3600 S 26TH ST","","PHILADELPHIA","PA","19145","SJA CONSTRUCTION INC","6099295354","080000","","","","","N","","","","","","N","","2","","00"
2013090325,"05","1","801 N BRYAN DR","","MISSION","TX","78572","P & P TRUCKING LLC","9562390956","080000","","","","","N","","","","","","N","","1","02400617","08"
2013093109,"99","9","806 MAIN","","NORRISTOWN","PA","19401","BUXTON","9999999999","014500","","","","","N","","","","","","N","","2","","05"
2013093555,"99","1","228 BLACKWOOD BARNSBORO","","BLACKWOOD","NJ","08012","JPC INC","9999999999","999999","","","","","N","","","","","","N","","2","","05"
2013095701,"04","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","080000","","","","","N","","","","","","N","","2","99999999","08"
2013098417,"99","9","GLEN","","MOORESTOWN","NJ","08057","WHITTENDA","9999999999","999999","","","","","N","","","","","","N","","2","","08"
2013101376,"99","3","2950 STATE RD","","BENSALEM","PA","19020","ROSA TRANSPORTATION LLC","2152524869","080000","","","","","N","","","","","","N","","1","01784886","08"
2013102562,"02","8","440 N. BROAD ST.","","PHILADELPHIA","PA","19130","SCHOOL DISTRICT OF PHILADELPHIA","2154004350","030000","","","","","N","","","","","","N","","1","02057314","11"
2013104038,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2013104377,"99","8","206 EDDIE STONE AVE","","EDDIE STONE","PA","19022","COMMUNITY TRANSIT","6103336836","999999","","","","","N","","","","","","N","","2","","11"
2013104524,"03","8","391 1 STREET","","ELIZABETH","NJ","07206","MEGA BUS","8774626342","054000","","","","","N","","","","","","N","","1","00823205","11"
2013104524,"03","8","6821 NORWITCH DR","","PHILADLEPHIA","PA","19153","ALL CITY TRANSPORT","2153658000","010000","","","","","N","","","","","","N","","2","","11"
2013110288,"02","8","440 NORTH BROAD ST","","PHILADELPHIA","PA","19130","SCHOOL DISTRICT OF PHILADELPHIA","2154004350","030000","","","","","N","","","","","","N","","1","02057314","11"
2013110288,"03","3","5100 ASBURY RD","","FARMINGDALE","NJ","07727","TRAFFIC LINES INC","7329193100","054000","","","","","N","","","","","","N","","2","00480986","04"
2013110724,"99","9","2052 LUCON RD,PO BOX 14","","SKIPPACK","PA","19474","MATTIOLA SERVICES LLC","9999999999","999999","","","","","N","","","","","","N","","1","","05"
2013111714,"99","8","PAUL ST","","DALLAS","TX","75201","GREYHOUND LINES INC","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2013111714,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2013111732,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2013114978,"05","1","638 E WILLOW ST","","ELIZABETHTOWN","PA","17022","SBS CARRIERS","7172155575","080000","","","","","N","","","","","","N","","1","00184843","08"
2013114978,"04","4","998 SHAVERTOWN RD","","GARNET VALLEY","PA","19060","SELECTIVE DISMANTELMENT INC","4809510905","073280","","","","","N","","","","","","N","","3","01317552","04"
2013121403,"99","8","1234 MARKET ST, 14TH FL","","PHILADELPHIA","PA","19107","SEPTA","9999999999","","","","","","N","","","","","","N","","2","","10"
2013121490,"99","8","WALNUT","","PHILA","PA","99999","IMPERIAL PARKING US TN","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2013126532,"05","7","310 BORRELLI BLVD","","PAULSBORO","NJ","08066","WILKIE TRUCKING","8564234900","080000","","","","","N","","","","","","N","","1","00463274","08"
2013130001,"05","3","PO BOX 127","","LINCOLN","AL","35096","THOMAS M CANADA","2057632977","080000","","","","","N","","","","","","N","","1","00861652","08"
2014002786,"99","8","7901 HENRY AVE APT D209","PHONE2155803100","PHILA","PA","19128","SEPTA BUS 5747 BLK 3814","2155803100","999999","","","","","N","","","","","","N","","2","","11"
2014006798,"03","0","310 HERITAGE RD","PO BOX 326","MICKLETON","NJ","08056","FRANKLIN RAMSEY","8566698888","080000","","","","","N","","","","","","N","","2","00484691","07"
2014013153,"99","1","9642 WESTERN WAY","","AMHERST","WI","54406","HO WOLDING","9999999999","999999","","","","","N","","","","","","N","","1","","08"
2013016085,"02","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SOUTHEASTERN TRANSPORTATION AUTH","2155804829","050200","","","","","N","","","","","","N","","2","00010206","11"
2013020199,"99","1","7200 LINDBERGH BLVD","","PHILADELPHIA","PA","19153","US POSTAL SERVICES","2157494375","026000","","","","","N","","","","","","N","","2","","09"
2013024331,"02","9","100 S BROAD ST 3RD FL","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","2156861776","033000","","","","","N","","","","","","N","","1","","98"
2013029367,"99","1","3943 DELHI STREET","","PHILADELPHIA","PA","19140","N &J TRANSPORT INC","2679746260","035000","","","","","N","","","","","","N","","1","01144206","08"
2013032472,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2013035009,"05","1","350 LENOX RD SUITE 3L","","BROOKLYN","NY","11226","KOW TRANSPORT","9999999999","080000","","","","","N","","","","","","N","","1","","08"
2013035143,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","","","","","","","N","","2","","99"
2013035188,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2013037099,"06","7","5109 BLETGH AVE.","","PHILADELPHIA","PA","19136","WB SERVICES LLC","2673510852","080000","","","","","N","","","","","","N","","2","01314641","08"
