"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","15","N","2016013894","3","1","","1","12","U","NISS","2002","01","1","","4","00","N","025","0","","1","01","07","16","01","PA","1","06","5N1ED28Y92C","PUT"
"","15","N","2016013898","1","2","","1","07","Y","FORD","2008","","0","","1","00","","000","","","3","02","12","06","01","PA","2","06","1FMEU73EX8U","PUT"
"","04","N","2016013905","0","1","","1","01","Y","INFI","1998","02","1","","1","00","S","010","0","","1","01","05","01","01","PA","1","01","JNKCA21A0WT","P4D"
"","04","N","2016013908","2","2","","1","06","Y","TOYT","1999","","0","","1","00","","000","","","4","02","08","06","01","PA","3","01","4T1BG22K4XU","P4D"
"","06","N","2016013917","3","1","","1","05","Y","SUBA","2000","02","1","","4","00","N","999","0","","1","01","12","16","03","PA","3","01","4S3BH6651Y7","PSW"
"","04","N","2016013922","1","2","","1","99","U","NISS","2002","","0","","1","00","S","000","","","3","02","05","06","98","PA","2","01","1N4BL11D32C","P4D"
"","04","N","2016013928","3","1","","1","01","Y","HYUN","2016","01","1","","1","00","E","025","0","","1","01","02","01","02","PA","1","01","5NPE34AF8GH","P4D"
"","04","N","2016013936","3","1","","1","13","Y","MAZD","2001","01","2","","1","00","N","999","","","1","01","04","01","07","PA","1","01","1YVGF22C115","P4D"
"","04","N","2016013946","2","1","","1","06","Y","SUBA","2012","01","1","","1","00","S","999","","","2","01","03","01","01","PA","2","01","4S3BMFK60C1","P4D"
"","04","N","2016013954","9","1","","1","12","U","FORD","2013","02","1","","1","00","W","999","","","1","01","12","01","01","PA","1","01","1FAHP2F80DG","P4D"
"","04","N","2016013960","2","1","","1","12","Y","CHRY","2007","02","1","","1","00","S","005","","","1","01","05","01","03","PA","1","01","2C3KA43R87H","P4D"
"","09","N","2016013693","9","4","","1","99","","MITS","","99","1","","1","99","U","999","","","1","05","12","01","01","","1","01","",""
"","04","N","2016013988","0","1","","1","12","Y","HYUN","2015","01","1","","1","00","S","005","0","","1","01","07","01","03","PA","1","01","KMHDH4AE5FU","P4D"
