"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2016007675,"99","8","BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2016013839,"99","9","STATE RD","","PHILA","PA","19114","LOGAN GRP","9999999999","999999","","","","","N","","","","","","N","","2","","05"
2016014419,"99","9","19 LEE LYNN LN","","HUNTINGDON VLY","PA","19006","MOORE","9999999999","016500","","","","","N","","","","","","N","","1","","05"
2016015924,"02","4","6101 TACONY STREET","","PHILADELPHIA","PA","19135","NEWMAN AND COMPANY","2153338700","073280","","","","","N","","","","","","N","","1","00158483","03"
2016019213,"03","9","2040 WILLIAMS AVE","","PORT ARTHUR","TX","77642","KLV VENTURES INC.","8324347951","080000","","","","","N","","","","","","N","","1","02458303","08"
2016022020,"99","8","11000 ROOSEVELT BLVD","","PHILA","PA","19116","THE PHILA ACADEMY CHARTER SCHOOL","2156768320","999999","","","","","N","","","","","","N","","1","","10"
2016022020,"99","8","1234 MARKET STREET","","PHILA","PA","19107","SEPTA","2155803100","999999","","","","","N","","","","","","N","","2","","11"
2016022449,"99","9","JENNIFER CRES ST","","CATHARINES","ON","99999","BURAN","9999999999","999999","","","","","N","","","","","","N","","2","","08"
2016022758,"03","1","3300 POTTSVILLE PIKE, P","","READING","PA","19612","CLOVER FARMS","6109219111","080000","","","","","N","","","","","","U","","1","01055789","09"
2016025981,"99","9","2158","","MORRISTOWN","TN","37816","MORRISTOWN DRIVERS SERV","9999999999","999999","","","","","N","","","","","","N","","1","","08"
2016028825,"05","1","36TH STREET & ""THE RIVE","","PENNSAUKEN","NJ","08110","CROWLEY LINER SERVICES","9047272390","080000","","","","","N","","","","","","N","","2","00016130","08"
2016029876,"99","8","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2016029914,"99","9","7039 SAUDER STREET","","PHILADELPHIA","PA","19149","YRJ TRUCKING INC","9999999999","999999","","","","","N","","","","","","N","","2","","09"
