"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2006010065","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2006011201","U","U","U","Y","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2006013379","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2005096567","N","Y","Y","N","","","0","Y","Y","99999","N","","","","","","","","N","","","","","1"
"2005130457","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005134458","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005135094","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005135167","N","Y","Y","Y","","","0","Y","Y","99999","N","","","","","","","","N","","","","","1"
"2005136961","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2006030137","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2005139713","U","U","U","N","U","U","1","U","U","99999","N","","","","","","","","U","","","","","1"
"2005139713","U","U","U","N","U","U","1","U","U","99999","N","","","","","","","","U","","","","","4"
"2005139823","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005139848","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005147107","N","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","2"
"2005148131","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005148683","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005149763","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005149766","U","U","U","Y","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2005149891","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005150014","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2005150048","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005151933","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2005160403","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2005160408","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005161395","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","U","","","","","1"
"2005161405","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005162019","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005162321","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005173104","N","Y","U","N","N","N","0","Y","N","00600","N","","","","","","","","N","","","","","1"
"2005182749","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","U","","","","","7"
"2005183956","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005185028","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005185740","N","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2005188186","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005188458","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2005188513","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2005188534","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2005188891","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005189541","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2005189550","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005190031","U","U","U","Y","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2005190410","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005192613","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005197985","N","N","U","Y","Y","Y","1","Y","Y","01000","N","","","","","","","","N","","","","","1"
"2005404419","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2005404426","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2005404491","U","U","U","N","N","N","0","U","U","99999","Y","U","N","N","N","0","U","U","U","","","","","1"
"2005404644","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005405479","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2005405906","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005406495","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2005406519","","","","","","","","","","","","","","","","","","","","U","Y","N","U","1"
"2005406718","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005406988","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2005407043","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2005407100","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005407680","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005408000","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2005408206","N","U","U","U","","","0","Y","Y","99999","N","","","","","","","","N","","","","","1"
"2005408310","U","Y","U","Y","","","0","Y","Y","99999","N","","","","","","","","N","","","","","1"
"2005408323","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","U","","","","","2"
"2005414184","","","","","","","","","","","U","","","","","","","","","","","","","2"
"2005414659","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2005414877","U","U","U","Y","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2005414921","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","U","","","","","2"
"2005416653","","","","","","","","","","","U","","","","","","","","","","","","","1"
"2006010075","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2006010946","","","","","","","","","","","","","","","","","","","","U","U","U","U","3"
"2006011320","","","","","","","","","","","","","","","","","","","","N","N","N","Y","1"
"2006012663","","","","","","","","","","","","","","","","","","","","U","U","Y","U","1"
"2006012882","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2006013294","","","","","","","","","","","U","","","","","","","","","","","","","4"
"2006013592","","","","","","","","","","","","","","","","","","","","N","N","N","Y","2"
"2006013744","U","Y","Y","Y","","","0","Y","Y","99999","N","","","","","","","","U","","","","","1"
"2006014322","U","U","U","U","U","U","9","U","U","00750","U","","","","","","","","U","","","","","2"
"2006014904","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2006015063","U","U","U","U","U","U","9","U","U","99999","Y","N","U","U","U","9","U","U","U","","","","","2"
"2006015314","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
