"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
2014113370,"99","9","5149 LANCASTER AVE","","PHILADELPHIA","PA","19131","LUMBER & MILLWORK","9999999999","026000","","","","","N","","","","","","N","","2","","05"
2014113456,"99","9","2246 PRINCETON AVE","","PHILADELPHIA","PA","19149","FREEDON CONSTRUCTION INC","9999999999","073280","","","","","N","","","","","","N","","1","","05"
2014115623,"99","8","4322 N 5TH ST","","PHILADELPHIA","PA","19140","ASPIRA INC OF PENNSYLVANIA","9999999999","999999","","","","","N","","","","","","N","","3","","11"
2014121624,"03","1","30 CHURCH STREET","","REDFORD","NY","12978","NEW YORK BANDIT TRUCKING","5182759682","080000","","","","","N","","","","","","N","","2","00296040","08"
2014123628,"05","6","145 NORTH KANSAS STREET","","EDWARDSVILLE","IL","62025","CASSENS TRANSPORT COMPANY","4107991306","080000","","","","","N","","","","","","N","","2","00124358","08"
2014124455,"99","8","NORWITCH","","PHILA","PA","99999","ALL CITY TRANS INC","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2014128017,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","080000","","","","","N","","","","","","U","","2","99999999","99"
2014130436,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2014008293,"02","1","119 W MAIN ST","","CUBA","NY","14727","SARGENT TRANS LINE INC","5857034867","080000","","","","","N","","","","","000184787","N","","2","00275165","06"
2014008296,"99","9","UNKNOWN","","UNKNOWN","ZZ","9999999","UNKNOWN","9999999999","","","","","","","","","","","","U","","1","09999999","99"
2014009951,"02","1","58-41 47 TH STREET","","MASPETH","NY","11378","GOLDEN CITY FOOD SERVICE","7184975101","031000","","","","","N","","","","","","N","","1","02267151","03"
2014016169,"99","9","300 S OAK AVE","","PRIMOS","PA","19018","MARTYS AUTO REPAIR","9999999999","014000","","","","","N","","","","","","N","","2","","05"
2014019965,"05","6","3681 OKEMOS RD","3681 OKEMOS RD","OKEMOS","MI","48864","PRECICION MOTOR TRANSPORT GROUP","5173493011","080000","","","","","N","","","","","","N","","1","01271780","06"
2014022842,"99","8","2500 WHEATSHEAF LN","","PHILADELPHIA","PA","19137","DURHAM SCHOOL SERVICE LP","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2014024885,"02","8","1234 MARKET STREET","","PHILA","PA","19107","TRENTON PHILADELPHIA COACH CO","2155807947","050000","","","","","N","","","","","","N","","2","00010206","11"
2014025435,"99","1","805 E 149TH ST","","BRONX","NY","10455","MILCA LEASING CORP","9999999999","999999","","","","","N","","","","","","N","","1","","05"
2014026989,"99","8","2905 ABBOTSFORD AVE","","PHILADELPHIA","PA","19129","PHILLY TRANSPORTATION LLC","2673689676","999999","","","","","N","","","","","","N","","2","01497653","11"
2014027694,"99","1","2059NORTHLAKEPKWY 3RDFL","","TUCKER","GA","30084","BANC OF AMERICALEASING&CAPITALL","9999999999","999999","","","","","N","","","","","","N","","1","","05"
2014028077,"01","8","1234 MARKET ST","","PHILA","PA","19107","SEPTA","2159928000","999999","","","","","N","","","","","","N","","2","","10"
2014032490,"99","9","100 PALA CT","","CHALFANT","PA","18914","MARTIN SCOTT LANDSCAPING","2157686824","073280","","","","","N","","","","","","N","","1","","05"
2014032927,"99","9","1717 N DELAWARE AVE","","PHILADELPHIA","PA","19125","KAWA TRADING INC","9999999999","025995","","","","","N","","","","","","N","","1","","05"
2014034156,"99","1","GUILD LN","","WAYNE","IL","60184","SELICO INC","9999999999","999999","","","","","N","","","","","","N","","1","","08"
2014034169,"99","1","434 E RODGERS AVENUE","","RIDLEY PARK","PA","19078","P & M COYLE LLC","9999999999","080000","","","","","N","","","","","","N","","1","","08"
2014034254,"99","8","1234 MARKET","","PHILA","PA","19138","SEPTA BUS 8509","2155807800","999999","","","","","N","","","","","","N","","2","","11"
2014038946,"02","4","RISING SUN","","PHILA","PA","19140","RICHARD S BURNS & CO INC","2153246377","033000","","","","","N","","","","","","N","","3","","03"
2014044264,"05","3","331 MAPLE AVENUE","","HORSHAM","PA","19044","EASTERN HIGH REACH COMPANY INC","8885438787","080000","","","","","N","","","","","","N","","2","00897430","08"
2014049741,"99","8","1 TRANSIT PLZ","","NEWARK","NJ","07105","NJ TRANSIT","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2014051186,"05","1","3201 S 74TH ST.","","PHILADELPHIA","PA","19153","UNITED STATES POSTAL SERVICE","9999999999","080000","","","","","N","","","","","","N","","1","99999999","08"
2014051841,"03","1","1961 HARTEL STREET","","LEVITTOWN","PA","19057","VELTRI LEASING","8563615612","013477","","","","","N","","","","","","N","","2","00398991","09"
2014057076,"04","4","4455 CASTOR AVENUE","","PHILADELPHIA","PA","19124","DINARDO & SONS","2676882358","073280","","","","","N","","","","","","N","","1","01496165","03"
2014062756,"02","1","5 FLOUR MILL RD","","YORK","PA","17406","ANTHEM PROPANE EXCHANGE LLC","8002970756","033000","2","","","","Y","1","","","","","U","","1","19677938","03"
2014068656,"02","3","218 LINCOLN HWY","","FAIRLESS HILLS","PA","19030","SUPERIOR MOTOR SERVICE","2159432550","999999","","","","","N","","","","","","U","","2","01317011","03"
2014071851,"02","2","4124 BLANCHE RD","","BENSALEM","PA","19020","PHILADELPHIA EXTRACT CO","2155485225","025999","2","","","","Y","1","","","","","N","","2","01065347","03"
2014074504,"99","9","5 FLOUR MILL RD","","YORK","PA","17406","ANTHEM PROPANE EXCHANGE LLC","9999999999","033000","","","","","N","","","","","","N","","1","","05"
2014076767,"02","9","314 SOUTH BROADWAY # 10","","ADA","OK","74820","GOOBERS TRUCKING","4432055937","080000","","","","","N","","","","","","N","","2","02388132","08"
2014076767,"03","9","9201 RIVER ROAD","","PENNSAUKEN","NJ","08110","FINSTER COURIER INC","2679772772","080000","","","","","N","","","","","","N","","4","00751209","08"
2014076767,"04","4","517 MORTON AVENUE","","RIDLEY PARK","PA","19078","ROCK CANYON","2672513378","073280","","","","","N","","","","","","N","","5","00083304","04"
2014081074,"02","7","811 VALLEY ROAD","","HAVERTOWN","PA","19083","SELECTIVE DISMANTLEMENT INC","6103618793","033000","","","","","N","","","","","","N","","1","","03"
2014082643,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","10"
2014084222,"99","1","15 OREGON AVE","","PHILADELPHIA","PA","19148","UNITED PARCEL SERVICE","9999999999","017000","","","","","N","","","","","","N","","2","","05"
2014084392,"99","1","1522 S 7TH ST","","PHILADELPHIA","PA","19147","LOUS WHOLESALE DISTRIBUTOR INC","9999999999","011000","","","","","N","","","","","","N","","2","","05"
2014087803,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","10"
2014087939,"99","9","1346 S 28TH STREET","","PHILADELPHIA","PA","19146","PUGLIESI","9999999999","011000","","","","","N","","","","","","N","","1","","05"
2014088734,"99","1","RT 10 GRN HLS BX 791,UN","","READING","PA","19603","PENSKE LEASING AND RENTAL CO","9999999999","025999","","","","","N","","","","","","N","","1","","05"
2014088901,"99","1","615 INDUSTRIAL PARK DR","","LANSDOWNE","PA","19050","CENTRAL LAUNDRY INC","9547720448","025999","","","","","N","","","","","","N","","3","01566023","03"
2014088989,"99","1","60TH","","SUMMIT","IL","60501","SMART WAY INC","9999999999","999999","","","","","N","","","","","","N","","1","","08"
2014091201,"02","1","1592 RTE 38 PO BOX 619","","LUMBERTON","NJ","08048","MILLER AUTO LEASING","8882652900","017950","","","","","N","","","","","","U","","2","00297242","03"
2014092944,"05","2","P.O. BOX 909","","ROYRSFORD","PA","19468","VENEZIA TRANSPORT","8569066569","080000","","","","","N","","","","","","N","","1","09999999","08"
2014092944,"99","9","1490 GLEN AVE","","MOORESTOWN","NJ","08057","WHITTENDALE EXCAV","9999999999","999999","","","","","N","","","","","","N","","2","","05"
2014098671,"99","9","1 STIRLING WAY","","LUMBERTON","NJ","08048","VHI MOTTO VONTRACTORS","9999999999","999999","","","","","N","","","","","","N","","2","","98"
2014099180,"02","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","SOUTHEASTERN PENNSYLVANIA TRANSP","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2014101388,"99","1","RR 3 BOX 255","","TOWANDA","PA","18848","MADIGAN TRUCKING INC","9999999999","073280","","","","","N","","","","","","N","","2","","05"
2014101879,"06","7","2635 KENNEDY BLVD APT B","","NORTH BERGEN","NJ","07047","FIREFOX EXPRESS","2017904756","080000","","","","","N","","","","","","N","","1","02364067","08"
2014104419,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2014106664,"99","9","EVERETT","","KNOXVILLE","TN","37932","TLD LOGISTICS","9999999999","999999","","","","","N","","","","","","N","","1","","08"
2014107102,"05","2","10 INDUSTRIAL WAY","BLDG-G-MS4","LESTER","PA","19029","SUNOCO INC","4437520466","080000","3","","","","Y","1","","","","","N","","3","00010328","08"
2014113284,"99","9","BLUE MOUND RD","","HASLET","TX","76052","LONESTAR LLC","9999999999","999999","","","","","N","","","","","","N","","3","","08"
2014121406,"99","9","1404 S 58TH ST STE 3","","PHILADELPHIA","PA","19143","MAMAS BOY TOWING LLC","9999999999","026000","","","","","N","","","","","","N","","1","","05"
2014121491,"99","9","336 W US30","","VALPARISO","IN","46385","ARL TRANSPORT","9999999999","999999","","","","","N","","","","","","N","","2","","08"
2014122022,"99","9","OLD NAPLES LN","","MEREDOSIA","IL","62665","BULK LOGISTICS INC","9999999999","999999","","","","","N","","","","","","N","","2","","08"
2014125088,"62","4","1 PORT LTR 2 RIVERSIDE","","CAMDEN","NJ","08101","PENDOT","8563175900","036220","","","","","N","","","","","","N","","2","","03"
2014125176,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2014126413,"02","8","440 N BROAD ST","","PHILADELPHIA","PA","19130","SCHOOL DISTRICT OF PHILADELPHIA","2154004350","030000","","","","","N","","","","","","N","","1","02057314","11"
2014127501,"99","7","100 S BROAD ST,3RD FL","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","9999999999","023000","","","","","N","","","","","","N","","1","","05"
2014127620,"05","1","3630 HACKS CROSS RD. BU","","MEMPHIS","TN","38125","FEDERAL EXPRESS CORPORATION","2672783322","074000","","","","","N","","","","","","N","","1","00086876","08"
2014130455,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2014131717,"02","8","1512 GRIFFITH ST","","PHILA","PA","19111","MAYTAV BUS CO","2675365287","027500","","","","","N","","","","","","N","","1","02321377","11"
2015000387,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015001656,"04","4","3025 CASTOR AVENUE","","PHILADELPHIA","PA","19134","CASTOR MATERIALS","2157395491","073280","","","","","N","","","","","","N","","1","00137996","04"
2015003852,"99","9","MARKET","","PHILA","PA","19107","SEPTA","9999999999","064000","","","","","N","","","","","","N","","2","","05"
2014005510,"05","1","800 CENETARY RD","","BLOUNTVILLE","TN","37617","HARRIS TRUCKING CO.","4345286700","080000","","","","","N","","","","","","N","","2","00084386","08"
2014012332,"02","3","1259 S PATTON ST","","PHILADELPHIA","PA","19146","OTTERSON ENTERPRISES INC","2154623522","017995","","","","","N","","","","","","N","","1","01155363","03"
2014012332,"02","1","100 S BROAD ST","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","2156861776","057220","","","","","N","","","","","","N","","2","","03"
2014025859,"99","9","100 S BROAD ST,3RD FL","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","9999999999","071620","","","","","N","","","","","","N","","2","","05"
2014025886,"99","8","1234 MARKET STREET","","PHILADELPHIA","PA","19107","SEPTA","2155807800","028800","","","","","N","","","","","","Y","","2","","11"
2014029867,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2014029867,"99","1","726 EXCHANGE ST,SUITE 9","","BUFFALO","PA","14210","FIRST NIAGARA LEASING INC","9999999999","068000","","","","","N","","","","","","N","","2","","08"
2014032365,"99","1","1961 HARTEL ST","","LEVITTOWN","PA","19057","VELTRI INC","9999999999","065000","","","","","N","","","","","","N","","1","","08"
2014035704,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2014036048,"05","1","23A KINGERY QUARTER","","WILLOWBROOK","IL","60527","BSL EXPRESS INC","9126508708","080000","","","","","N","","","","","","N","","1","01859953","08"
2014037833,"02","8","1234 MARKET ST","","PHILADELPHIA","PA","19107","TRENTON-PHILADELPHIA COACH CO","2155807947","042540","","","","","N","","","","","","N","","1","00010206","11"
2014042746,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2014043458,"05","1","11701 BUSTLETON AVE","","PHILADELPHIA","PA","19116","NET COST MANAGEMENT INC","2672420066","080000","","","","","N","","","","","","N","","2","01280075","08"
2014044273,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999-9999","UNKNOWN","9999999999","","","","","","N","","","","","","U","","1","99999999","99"
2014049473,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2014049587,"99","1","CENTENNIAL PL","","NASHVILLE","TN","37209","DAILMER TRUST","9999999999","999999","","","","","N","","","","","","N","","2","","08"
2014049752,"99","9","2745 W ALLEGHENY AVE","","PHILADELPHIA","PA","19132","CENOVA INC","9999999999","011400","","","","","N","","","","","","N","","1","","05"
2014049953,"03","3","1310 WINANS AVENUE","","LINDEN","NJ","07036","PORTUS CALE TRUCKING LLC","9088844691","047830","","","","","N","","","","","000852414","N","","1","00244659","09"
2014050229,"99","7","100 SOUTH BROAD ST","","PHILADELPHIA","PA","19109","CITY OF PHILA","2156852601","062000","","","","","N","","","","","","N","","2","","03"
2014065566,"02","1","1234 MARKET","","PHILA","PA","19107","SEPTA","9999999999","066000","","","","","N","","","","","","N","","1","","03"
2014068189,"05","1","309 JEFFERSON","RB HUMPHREYS","ROCHESTER","NY","14623","RYDER TRUCK RENTAL","9999999999","999999","","","","","N","","","","","","N","","2","00055512","08"
2014070688,"99","1","5100 HOLABIRD AVE.","","BALTIMORE","MD","21224","PACCAR LEASING CO","4436800577","050000","","","","","N","","","","","","N","","2","00336301","08"
2014078860,"99","9","UNKNOWN","","UNKNOWN","IN","99999","SWIFTTRANS","9999999999","999999","","","","","N","","","","","","N","","1","","08"
2014078919,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2014079284,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2014088797,"99","9","801 S 29TH ST","","HARRISBURG","PA","17111","VERIZON SERVICES CORP","9999999999","016500","","","","","N","","","","","","N","","2","","05"
2014088981,"02","9","7777 BREWSTER AVE,VEH M","","PHILADELPHIA","PA","19153","AAA MID ATLANTIC AUTOMOBILE CL","9999999999","025500","","","","","N","","","","","","N","","2","","03"
2014089619,"02","8","707 GRANT AVE","","PITTSBURGH","PA","15219","BRIGHTSIDE ACADEMY","8772432693","029800","","","","","N","","","","","","N","","2","01766389","11"
2014091009,"99","9","UNKNOWN","","UNKNOWN","ZZ","9999999","UNKNOWN","9999999999","","","","","","N","","","","","","U","","1","00000099","99"
2014091319,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2014093543,"99","9","1130 N 40TH ST","","PHILADELPHIA","PA","19104","LEWIS BLUM TOWING CO INC","9999999999","016500","","","","","N","","","","","","N","","1","","05"
2014093562,"99","8","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2014096492,"03","3","2732 MARION AVENUE","","BENSALEM","PA","19020","HP TRANSPORT","2152455770","080000","","","","","N","","","","","000492870","U","","2","00893882","09"
2014098503,"02","8","6821 NORWICH DR","","PHILADELPHIA","PA","19153","ALL CITY TRANSPORTATION INC","2153658000","014050","","","","","N","","","","","","N","","3","00229946","10"
2014101382,"02","8","1234 MARKET ST","","PHILADELPHIA","PA","19111","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2014104480,"02","9","3400 EAST MAIN","","DANVILLE","IL","61832","TRANSCO INC","8007886068","080000","","","","","N","","","","","","N","","2","01062707","08"
2014106767,"99","8","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2014109926,"99","8","3101 ORTHODOX ST","","PHILADELPHIA","PA","19137","YELLOWBIRD BUS CO INC","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2014111514,"99","9","C/O FLEETWAY CAPITAL CO","","KNG OF PRUSSA","PA","19406","HOOKED INC","9999999999","018000","","","","","N","","","","","","N","","1","","05"
2014112721,"99","9","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","2","","99"
2014117624,"99","9","100 S BROAD ST,3RD FLOO","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","9999999999","060000","","","","","N","","","","","","N","","2","","05"
2014119585,"02","8","3740 EAST THOMPSON ST","","PHILADELPHIA","PA","19137","DURHAM SCHOOL SERVICES LP","2675915375","026960","","","","","N","","","","","","N","","3","00350651","11"
2014122408,"99","1","CHERRY","","PHILA","PA","99999","THERMO FISHER SCIENTIFIC INC","9999999999","999999","","","","","N","","","","","","N","","1","","05"
2014125136,"99","9","301 ALAN WOOD RD","","CONSHOHOCKEN","PA","19428","WAMPOLE-MILLER INC","9999999999","013700","","","","","N","","","","","","N","","2","","05"
2014127891,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2014130456,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
2014130514,"99","9","45 E CITY AVE","","BALA-CYNWYD","PA","19004","OEHLBERG ENTERPRISES LLC","9999999999","999999","","","","","N","","","","","","N","","1","","05"
2015003316,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","1","","11"
2015006109,"99","8","1260 E WOODLAND AVE","","SPRINGFIELD","PA","19064","KEYSTONE QUALITY TRASPORT CO","9999999999","999999","","","","","N","","","","","","N","","1","","10"
2015015603,"99","9","2101 HARDY PARKWAY ST","","GROVE CITY","OH","43123","PITT OHIO EXPRESS","9999999999","999999","","","","","N","","","","","","U","","2","","05"
2014008172,"05","1","409 SOUTHRIDGE","","MEMPHIS","TN","38141","SHAW TRANSPORT","7062798479","054900","","","","","N","","","","","","N","","12","00188556","08"
2014013166,"99","9","1012 CALLOWHILL ST","","PHILADELPHIA","PA","19123","SC TRANSPORTATION INC","9999999999","025995","","","","","N","","","","","","N","","2","","05"
2014020677,"02","8","3740 E THOMPSON STREET","","PHILADELPHIA","PA","19137","ATLANTIC EXPRESS OF PA","2673127869","040000","","","","","N","","","","","","N","","2","99999999","11"
2014032434,"99","9","100 S BROAD ST,3RD FLOO","","PHILADELPHIA","PA","19110","CITY OF PHILADELPHIA","9999999999","017950","","","","","N","","","","","","N","","2","","05"
2014034276,"99","9","1921 LANSING ST","","PHILADELPHIA","PA","19111","BIG GUYS LLC DBA EXTREME TOWIN","9999999999","025950","","","","","N","","","","","","N","","2","","05"
2014035827,"04","1","541 BRICK ST","","GLOUCESTER","NJ","08030","AGROTRANS INTERNATIONAL CO","2675068682","080000","","","","","N","","","","","","N","","2","01968341","08"
2014038930,"99","8","MARKET","","PHILA","PA","19107","SEPTA","9999999999","999999","","","","","N","","","","","","N","","2","","11"
