"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","04","N","2010028574","3","1","","1","12","Y","BUIC","2001","01","1","","1","00","E","999","0","","1","01","01","02","98","PA","1","01","1G4CW54K914","P4D"
"","04","N","2010028361","2","1","","1","11","Y","DODG","1996","01","1","","1","00","N","999","","","3","01","04","99","98","PA","2","01","1B3EJ56C3TN","P4D"
"","15","N","2010028377","2","1","","1","06","Y","VOLV","2004","01","1","","1","00","N","000","","","2","01","05","03","06","PA","2","06","YV1CZ91H441","PUT"
"","","N","2010028387","1","1","","1","06","Y","FORD","2008","98","1","","1","00","W","000","0","","3","01","99","03","01","ZZ","3","99","",""
"","09","N","2010028399","2","4","","1","03","U","","","99","1","","1","13","N","999","0","","1","05","06","01","03","","1","01","UNK",""
"","04","N","2010028525","3","1","","1","12","Y","HOND","1993","01","1","","1","00","N","999","0","","1","01","04","01","03","PA","1","01","1HGCB7656PA","P4D"
"","","N","2010028545","","","","","","","","","","1","","","","","","","","1","31","","","","","2","","",""
"","09","N","2010028350","3","1","","1","99","Y","LINC","2003","01","3","","1","00","N","000","0","","3","01","06","03","01","PA","2","01","99999999999",""
"","04","N","2010037219","3","1","","1","05","Y","PONT","2004","01","2","","1","00","N","999","0","","3","01","04","01","06","PA","3","01","2G2WS522041","P4D"
"","04","N","2010035807","2","1","","1","06","Y","NISS","2007","01","1","","1","00","S","001","0","","4","01","05","01","03","PA","2","01","1N4AL21E67C","P4D"
"","15","N","2010032103","1","1","","1","06","Y","FORD","2001","01","1","","1","00","S","010","0","","2","01","03","01","06","PA","3","06","1FMZU73E01Z","PUT"
"","09","N","2010021433","9","2","","1","07","Y","MRCU","2002","","1","","1","00","E","000","","","2","02","07","06","98","HI","2","01","99999999999",""
"","04","N","2010021456","3","1","","1","12","Y","VOLK","2003","01","2","","1","00","S","999","","","1","01","01","01","03","PA","1","01","3VWRK69M03M","P4D"
"","15","N","2010010432","3","1","","1","06","Y","CHEV","1994","01","2","","1","00","E","000","0","","2","01","05","03","03","PA","3","06","1GNDT13W7R2","PUT"
"","12","N","2010011624","3","1","","1","01","Y","NISS","1995","01","1","","1","00","S","999","","","2","01","04","04","03","PA","2","07","4N2DN11W6SD","PSV"
"","04","N","2010011805","1","1","","3","06","Y","NISS","2004","01","3","","1","00","W","000","0","","2","01","08","03","06","PA","2","01","1N4BA41E54C","P4D"
"","04","N","2010015566","9","1","","1","06","Y","TOYT","2007","01","2","","1","00","S","040","0","","2","01","07","01","06","PA","2","01","2T1BR32E87C","P4D"
"","04","N","2010016926","3","1","","1","05","Y","HOND","1991","01","1","","1","00","W","999","","","2","01","04","01","06","PA","2","01","1HGCB766XMA","P4D"
"","04","N","2010016942","1","1","","3","12","Y","HYUN","2001","01","1","","1","00","E","999","0","","2","01","07","01","06","PA","1","01","KMHDN45D11U","P4D"
"","04","N","2010017044","1","2","","1","06","U","TOYT","2000","","0","","1","00","S","000","","","6","02","12","06","13","PA","2","01","4T1BG22K1YU","P4D"
"","04","N","2010017048","0","1","","1","11","Y","KIA","2009","01","1","","1","00","E","010","0","","1","01","08","01","02","VA","1","01","KNADE22309G","P4D"
"","04","N","2010017117","1","1","","1","11","Y","TOYT","2004","01","1","","1","00","N","000","","","2","01","07","03","06","PA","2","01","4T1BF28B04U","P4D"
"","04","N","2010019407","3","1","","1","12","U","CHEV","1995","01","1","","1","00","W","999","0","","1","01","07","01","06","PA","1","01","2G1WN52M7S1","P4D"
"","15","N","2010017078","0","1","","1","12","Y","FORD","2006","01","1","","1","00","W","999","","","1","01","99","01","13","DE","1","06","1FMEU73EX6U","PUT"
"","15","N","2010022752","2","3","","1","09","U","FORD","1994","99","1","","1","00","S","999","","","2","01","05","01","01","PA","2","06","1FMDU34X1RU","PUT"
"","04","N","2010021880","1","1","","1","06","Y","NISS","2004","02","1","","1","00","N","000","0","","2","01","01","03","13","DE","2","01","1N4BA41E84C","P4D"
"","04","N","2010008995","2","1","","1","06","Y","TOYT","2005","01","1","","1","00","E","000","0","","4","01","05","03","03","PA","2","01","2T1BR30E05C","P4D"
"","","N","2010011570","1","1","","1","12","","","","","1","","1","00","E","999","","","1","11","05","01","13","","1","20","",""
"","","","2010011629","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","04","N","2010027745","2","1","","1","02","Y","DODG","2006","01","1","","1","00","N","020","0","","2","01","03","12","04","PA","2","01","2B3KA43G16H","P4D"
"","51","N","2010032718","2","2","","1","06","U","FORD","1997","","0","","1","00","N","000","0","","3","02","01","06","09","NJ","2","04","1FTDF1863VN","TPK"
"","20","N","2010032643","3","1","","1","00","Y","HOND","2006","01","1","","1","00","E","999","0","","1","01","05","01","01","PA","0","02","ZDCPC36016F","MRS"
"","51","N","2010038753","3","1","","2","01","Y","CHEV","2000","02","1","","1","00","N","999","","","1","01","12","01","01","PA","1","04","2GCEK19T0Y1","TPC"
"","09","N","2010038774","9","2","","1","99","U","UNKN","9999","","0","","1","00","W","000","","","4","02","99","06","01","PA","2","01","99999999999",""
"","04","N","2010038788","1","1","","1","06","Y","NISS","1996","01","3","","1","00","E","999","","","2","01","05","01","03","PA","2","01","JN1CA21D2TT","P4D"
"","","","2010038803","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","04","N","2010021218","3","1","","1","11","Y","CHEV","2005","01","1","","1","00","N","055","0","","2","01","01","01","06","PA","2","01","1G1AK52F457","P4D"
"","04","N","2010008004","2","1","","1","03","Y","TOYT","1996","01","1","","1","00","N","055","0","","1","01","03","15","03","PA","1","01","4T1BF12K2TU","P4D"
"","15","N","2010017124","1","1","","1","12","Y","MRCU","2006","02","2","","1","00","E","999","","","1","01","07","12","01","PA","1","06","4M2EU488X6U","PUT"
"","04","N","2010017154","3","1","","1","01","Y","BMW","2006","01","1","","1","00","N","025","0","","1","01","07","01","99","PA","1","01","WBANE53536C","P4D"
"","04","N","2010017193","2","1","","1","12","Y","HYUN","2006","02","1","","1","00","N","999","0","","1","01","05","01","09","PA","1","01","KMHDN46D46U","P4D"
"","","","2010017252","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","15","N","2010017263","9","1","","1","99","Y","TOYT","2004","01","1","","1","00","N","000","0","","3","01","12","03","01","PA","2","06","5TDZT38A44S","PUT"
"","39","Y","2010017200","2","1","","1","05","Y","BLUI","1997","02","1","","1","12","W","999","","","2","01","01","01","01","PA","2","03","1BAGKB7A5VF",""
"","04","N","2010017220","2","1","","1","06","Y","CHEV","2000","01","3","","1","99","N","999","0","","1","01","12","14","98","PA","1","01","2G1WF55E9Y9","P4D"
"","09","N","2010017243","1","1","","1","10","Y","BUIC","2003","01","2","","1","00","E","999","","","2","01","08","12","06","PA","2","01","3G5DAD3E035",""
"","04","N","2010020846","1","1","","1","06","Y","ACUR","1994","01","2","","1","00","N","030","0","","3","01","01","02","06","PA","2","01","99999999999","P4D"
"","15","N","2010026585","3","1","","1","11","Y","","2004","01","1","","1","00","W","060","0","","2","01","05","01","03","PA","1","06","1GYDE63A140","PUT"
"","51","Y","2010026593","2","1","","1","07","Y","OTHR","2000","05","1","","1","08","S","000","1","","2","01","06","03","06","PA","2","05","1HTGBAAR8YH","TCC"
"","15","N","2010027949","3","1","","1","12","U","KIA","2005","02","1","","1","00","W","999","","","1","01","02","01","05","PA","1","06","KNDJC733155","PUT"
"","02","N","2010027887","3","1","","3","12","Y","HOND","1994","01","1","","1","00","N","999","","","1","01","04","01","01","PA","1","01","1HGCD7250RA","PCP"
"","","N","2010027905","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","04","N","2010027940","2","1","","3","12","Y","NISS","1997","01","1","","2","00","E","030","","","1","01","05","99","01","PA","1","01","1N4BU31DXVC","P4D"
"","04","N","2010027973","3","1","","1","08","Y","FORD","2003","07","1","","1","03","W","025","0","","1","01","03","08","09","PA","1","01","2FAHP71W73X","P4D"
"","15","N","2010030482","1","1","","1","06","Y","BUIC","2005","02","3","","1","00","N","000","0","","2","01","07","03","06","PA","2","06","5GADT13S352","PUT"
"","04","N","2010030374","2","1","","1","06","Y","STRN","1995","02","1","","1","00","N","000","","","2","01","08","03","01","NJ","3","01","1G8ZK527XSZ","P4D"
"","41","N","2010032736","2","1","","1","12","Y","FORD","2000","02","1","","1","00","N","999","","","3","01","05","01","98","DE","1","04","2FMZA5346YB","TES"
"","04","N","2010032750","2","1","","1","09","U","TOYT","1993","99","1","","1","00","N","999","0","","2","01","02","01","05","PA","2","01","4T1SK12E1PU","P4D"
"","","","2010028059","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","15","N","2010028067","3","1","","4","03","Y","KIA","2004","01","1","","1","00","S","999","0","","2","01","02","01","98","PA","2","01","KNDJD733745","PUT"
"","04","N","2010032758","3","1","","1","12","Y","HOND","2001","02","1","","1","00","S","999","0","","1","01","07","01","01","PA","1","01","1HGCF86691A","P4D"
"","05","N","2010032769","1","1","","1","06","Y","MAZD","2009","01","2","","1","00","N","999","0","","2","01","02","01","98","PA","2","01","JM1CR29L690","P4H"
"","04","N","2010032786","2","3","","1","12","U","CHEV","2000","99","1","","1","00","S","999","","","1","01","01","01","13","PA","1","01","2G1WL52JXY1","P4D"
"","04","N","2010032796","2","2","","1","06","U","HOND","2006","99","0","","1","00","W","000","0","","3","03","05","06","98","PA","2","01","1HGCM56346A","P4D"
"","04","N","2010032809","3","2","","1","08","Y","CHEV","2005","","0","","2","00","W","000","0","","2","02","04","06","01","PA","3","01","1G1AK52F057","P4D"
"","09","N","2010032834","9","4","","9","99","U","","","99","1","","1","99","W","999","0","","1","05","04","01","99","","1","01","",""
"","41","N","2010032811","3","1","","3","12","Y","CHEV","2007","07","2","","1","03","S","999","","","2","01","03","01","03","PA","3","07","1GCGG25V371","TCG"
"","51","Y","2010034130","0","1","","1","05","Y","OTHR","2005","03","1","","1","12","N","015","","","1","01","07","15","03","PA","1","05","JHBNC6JK351","TCC"
"","","N","2010034170","9","1","","9","99","","","","","1","","1","00","W","999","","","2","11","99","01","01","","2","20","",""
"","04","N","2010034182","1","1","","1","06","Y","FORD","2004","02","1","","1","00","S","999","0","","3","01","05","01","01","PA","2","01","2FAFP71W34X","P4D"
"","29","N","2010035306","3","1","","1","00","Y","HOND","2003","01","1","","1","00","W","999","","","1","01","02","01","01","NJ","0","02","JH2SC50013M",""
"","09","N","2010038817","0","1","","1","06","Y","TOYT","2009","01","1","","1","00","N","000","","","2","01","01","03","06","NJ","2","01","99999999999",""
"","04","N","2010037965","1","1","","1","11","Y","CHEV","1994","01","3","","1","00","N","015","0","","1","01","05","15","06","PA","1","01","1Y1SK5365RZ","P4D"
"","15","N","2010038985","1","1","","1","12","Y","JEEP","2006","03","1","","1","00","N","999","0","","1","01","05","01","01","PA","1","06","1J4GR48K46C","T4W"
"","15","N","2010039008","3","1","","2","01","Y","FORD","1998","02","5","","2","00","N","999","0","","2","01","01","12","05","PA","2","06","1FMFU18L2WL","PUT"
"","15","N","2010040128","1","1","","1","11","Y","MITS","2007","02","1","","1","00","S","060","0","","2","01","03","01","03","PA","2","01","JA4MS31X77Z","PUT"
"","04","N","2010039123","3","1","","1","01","Y","DODG","1995","01","1","","1","00","N","000","","","2","01","05","03","06","PA","2","01","1B3ES47C3SD","P4P"
"","04","N","2010039322","3","1","","1","09","Y","TOYT","2005","01","1","","1","00","W","999","","","2","01","07","01","01","PA","2","01","1NXBR32E25Z","P4D"
"","15","N","2010040527","2","1","","1","03","Y","JEEP","1999","02","1","","1","00","N","999","","","1","01","05","10","04","NJ","2","06","1J4FF6858XL","T4W"
"","75","Y","2010040536","2","1","","1","11","Y","FRHT","1991","02","1","","1","21","W","000","1","","3","01","03","03","06","IL","2","05","1FUY3LYB9MH","TDS"
"","04","N","2010040563","3","1","","1","12","Y","TOYT","1993","01","1","","1","00","E","999","0","","1","01","08","01","06","PA","1","01","4T1SK12E2PU","P4D"
"","60","N","2010042525","3","1","","1","06","Y","CHEV","1998","02","1","","1","00","N","025","0","","2","01","03","02","06","PA","2","04","1GBHP32W1W3","TFC"
"","04","N","2010041828","2","1","","1","06","Y","TOYT","2010","01","1","","1","00","W","015","0","","2","01","07","01","06","PA","2","01","4T1BF3EK3AU","P4D"
"","04","N","2010028083","1","1","","1","02","Y","FORD","1992","99","2","","1","00","N","999","0","","1","01","02","15","98","PA","1","01","2FAPP36X7NB","P4D"
"","04","N","2010028105","1","1","","1","01","Y","CHEV","2008","07","2","","1","03","E","999","0","","3","01","03","99","99","PA","2","01","2G1WS583589","P4D"
"","75","Y","2010028115","0","1","","1","02","Y","OTHR","2009","02","1","","1","21","S","999","1","","1","01","01","15","06","OH","1","05","2HSCUSJR49C","TDS"
"","15","N","2010028144","1","1","","1","03","Y","FORD","1988","01","2","","1","00","N","999","0","","2","01","04","14","98","PA","2","06","1FMEU15Y9JL","PUT"
"","04","N","2010028223","3","1","","3","12","Y","HYUN","2001","01","1","","1","00","S","999","0","","1","01","02","01","06","PA","1","01","KMHDN45D81U","P4D"
"","04","N","2010028262","3","1","","1","06","Y","FORD","1999","01","8","","1","00","N","999","","","2","01","05","01","00","PA","2","01","1FAFP53U5XA","P4D"
"","04","N","2010028314","3","1","","1","04","N","PONT","2002","02","1","","1","00","W","999","0","","2","01","07","12","01","PA","2","01","1G2WK52J52F","P4D"
"","04","N","2010028330","3","1","","3","01","Y","AUDI","2005","01","2","","1","00","S","999","0","","2","01","05","01","01","PA","2","01","WAULT68E05A","P4D"
"","09","N","2010028337","1","1","","1","09","U","CHEV","2009","03","1","","1","00","N","999","0","","2","01","07","12","01","VA","2","01","99999999999",""
"","51","N","2010028137","3","1","","1","10","Y","FORD","1994","01","1","","1","00","N","020","0","","1","01","02","01","07","PA","1","04","1FTHF26H0RN","TPK"
"","15","N","2010028178","2","1","","3","09","Y","NISS","1996","01","2","","1","00","S","999","0","","2","01","99","01","06","PA","2","06","JN8AR05Y9TW","PUT"
"","15","N","2010028210","1","1","","1","12","Y","BMW","2006","01","1","","1","00","E","000","0","","2","01","05","03","00","PA","2","01","5UXFA13596L","PUT"
"","02","N","2010028288","3","1","","1","06","Y","PONT","1997","01","2","","1","00","N","000","","","2","01","08","03","06","PA","2","01","1G2NE12M5VM","PCP"
"","02","N","2010028295","2","4","","1","02","Y","HOND","1993","02","1","","1","00","W","999","0","","1","05","04","01","99","PA","1","01","1HGCB7171PA","PCP"
"","51","Y","2010030601","3","1","","1","12","Y","OTHR","2007","02","2","","1","00","W","040","0","","1","01","03","01","03","PA","1","05","1HTMMAAL47H","TCC"
"","04","N","2010030706","1","1","","1","06","Y","HOND","2002","01","2","","2","00","N","000","0","","2","01","04","03","03","PA","3","01","2HGES16642H","P4D"
"","15","N","2010034194","3","1","","1","01","Y","FORD","1996","01","3","","1","00","S","025","0","","1","01","07","01","03","PA","1","01","1FMDU34X0TU","PUT"
"","04","N","2010038037","1","1","","3","06","Y","VOLV","2007","02","1","","4","00","W","020","0","","3","01","07","16","06","PA","2","01","YV1RS592272","P4D"
"","02","N","2010038037","3","1","","3","12","Y","PONT","1996","01","1","","4","00","W","045","0","","1","01","02","16","06","PA","1","01","1G2NE12M4TM","PCP"
"","","N","2010039151","","","","","00","U","","","","0","","","","N","","0","","2","51","","12","","","0","","",""
"","","","2010039171","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"","04","N","2010039192","1","1","","1","03","Y","PONT","1995","01","1","","1","00","W","015","0","","2","01","01","01","99","PA","2","01","1G2NE55D6SC","P4D"
"","15","N","2010039204","3","1","","1","12","Y","FORD","2008","01","1","","1","00","E","999","0","","1","01","05","01","01","PA","1","06","2FMDK38C88B","PUT"
"","41","N","2010039216","3","1","","1","03","Y","PONT","1999","01","3","","1","00","W","999","0","","2","01","01","12","04","PA","2","07","1GMDX03E3XD","TES"
"","15","N","2010039324","0","1","","1","12","Y","JEEP","2002","02","1","","1","00","N","999","","","1","01","12","02","13","NJ","1","06","1J4GW48542C","T4W"
"","04","N","2010039227","2","2","","1","11","U","NISS","1997","","0","","1","00","W","000","","","2","02","05","06","01","PA","2","01","1N4BU31D8VC","P4D"
"","04","N","2010039248","2","2","","1","99","U","MAZD","2009","","0","","1","00","U","000","","","4","02","05","06","98","PA","2","01","JM1BK32G891","P4D"
"","04","N","2010039259","3","1","","1","02","U","CHRY","2010","03","1","","1","00","S","999","","","1","01","99","01","98","PA","1","01","2C3CA4CD8AH","P4D"
"","51","N","2010039278","1","2","","1","06","Y","FORD","2007","","0","","1","00","W","000","","","4","02","03","06","99","PA","2","04","1FTPX14527N","T4C"
"","09","N","2010039294","2","4","","1","12","U","BUIC","9999","02","1","","1","00","N","999","","","1","05","07","10","01","PA","1","01","99999999999",""
"","04","N","2010039310","2","1","","1","02","Y","CHRY","2002","01","1","","1","00","S","999","0","","1","01","01","01","13","PA","1","01","1C3EL46X32N","P4D"
"","04","N","2010016801","1","1","","1","12","Y","NISS","2004","01","1","","1","00","E","015","0","","1","01","07","01","06","NJ","1","01","1N4BA41E24C","P4D"
