"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2019006385","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2019082180","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2018026818","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2018030011","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2018032320","U","U","N","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2018037647","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2018043879","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2018043882","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2018046270","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2018047591","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2018054011","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2018057557","U","U","Y","N","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2018058189","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2018063989","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2018066212","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","2"
"2018067815","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2018069914","Y","N","Y","N","N","N","0","N","N","99999","N","","","","","","","","N","","","","","1"
"2018072410","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2018074039","N","Y","Y","N","U","U","9","Y","Y","00600","N","","","","","","","","N","","","","","1"
"2018077479","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2018085219","U","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2018085273","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2018085453","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","N","","","","","1"
"2018087638","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2018090982","N","U","N","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2018095354","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
