"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2005100927","N","N","U","N","","","0","Y","Y","99999","N","","","","","","","","N","","","","","1"
"2005101074","U","U","U","U","U","U","1","U","U","99999","N","","","","","","","","U","","","","","1"
"2005115754","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005007146","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005007149","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005010950","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005011250","U","U","U","U","","","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2005011705","U","U","N","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2005011713","U","N","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2005020358","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005024204","","","","","","","","","","","","","","","","","","","","U","U","U","U","1"
"2004047154","U","U","U","Y","","","0","U","U","99999","N","","","","","","","","U","","","","","1"
"2004056290","U","U","U","N","","","0","U","U","99999","N","","","","","","","","U","","","","","2"
"2005024897","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005025036","U","U","U","N","","","0","U","U","99999","N","","","","","","","","U","","","","","1"
"2005026199","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005029361","U","U","U","N","","","0","U","U","99999","N","","","","","","","","U","","","","","1"
"2005029366","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005029490","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005030112","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2005031745","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005032756","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2005033015","N","N","N","N","Y","Y","1","Y","N","99999","N","","","","","","","","N","","","","","2"
"2004075675","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004075709","U","U","U","N","","","0","U","U","99999","Y","U","N","","","9","U","U","U","","","","","1"
"2005053277","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005054030","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","2"
"2005054178","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005054492","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005054503","","","","","","","","","","","","","","","","","","","","U","U","U","U","1"
"2005055168","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005056525","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005057333","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005058381","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005058392","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005059977","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005062656","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005063075","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005063076","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005063150","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005063156","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005063901","U","U","U","U","U","U","9","U","U","99999","Y","U","U","U","U","9","U","U","U","","","","","1"
"2005064133","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005066490","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005068001","U","N","U","N","","","0","N","N","99999","N","","","","","","","","U","","","","","1"
"2005068671","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2005068691","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2005069245","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005069300","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","2"
"2004080514","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004080518","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004081684","","","","","","","","","","","","","","","","","","","","U","N","N","N","2"
"2004083097","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004083110","","","","","","","","","","","","","","","","","","","","N","N","N","U","2"
"2004083586","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","2"
"2004083615","","","","","","","","","","","","","","","","","","","","N","U","U","U","2"
"2005073989","","","","","","","","","","","","","","","","","","","","U","U","N","U","3"
"2004084670","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004087025","U","U","U","N","","","0","U","U","99999","N","","","","","","","","U","","","","","1"
"2004087412","","","","","","","","","","","","","","","","","","","","U","Y","N","U","1"
"2004087512","","","","","","","","","","","","","","","","","","","","U","N","Y","U","2"
"2005079309","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2005080292","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2005082177","U","U","U","Y","U","U","1","U","U","99999","N","","","","","","","","U","","","","","1"
"2004088386","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2004088580","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2004088974","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004089201","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2004089225","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2004089427","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2004089583","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2004089606","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004089630","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2004089999","U","U","U","U","U","U","9","U","U","99999","Y","U","U","U","U","9","U","U","U","","","","","1"
"2004090201","","","","","","","","","","","","","","","","","","","","N","U","N","N","2"
"2004090305","U","U","U","U","","","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2004090563","U","U","U","N","","","0","U","U","99999","N","","","","","","","","U","","","","","2"
"2004090567","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005083905","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005084570","","","","","","","","","","","","","","","","","","","","N","Y","N","Y","2"
"2005092227","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2005092911","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005092916","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","2"
"2005095397","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2005097795","","","","","","","","","","","N","","","","","","","","","","","","","2"
"2005099639","U","U","U","N","","","0","U","U","99999","N","","","","","","","","U","","","","","1"
"2005099646","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004097115","U","U","U","U","","","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2005104664","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2005194972","U","U","U","Y","U","U","1","U","U","99999","N","","","","","","","","U","","","","","1"
"2005405882","","","","","","","","","","","","","","","","","","","","N","N","N","N","2"
"2005002144","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2004013253","","","","","","","","","","","","","","","","","","","","U","Y","N","U","1"
"2005007139","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005011709","U","U","U","N","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2005011744","U","U","U","U","N","N","9","U","U","99999","U","","","","","","","","U","","","","","2"
"2004017474","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2005015610","N","Y","U","Y","U","Y","2","Y","Y","99999","N","","","","","","","","N","","","","","1"
"2004029785","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","2"
"2004048466","U","U","U","U","","","0","U","U","99999","N","","","","","","","","U","","","","","2"
"2004057015","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004058134","U","U","U","U","Y","Y","1","U","U","99999","Y","U","U","U","U","9","U","U","U","","","","","1"
"2005028498","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","2"
"2005032853","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005036227","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005040927","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2004071262","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004072183","N","Y","U","N","","","0","N","N","00900","N","","","","","","","","N","","","","","1"
"2005045540","N","N","N","N","N","N","0","N","N","99999","N","","","","","","","","N","","","","","1"
"2005054483","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005057360","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005057380","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005057388","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005059130","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004079586","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004080849","U","U","U","N","","","0","U","U","99999","N","","","","","","","","U","","","","","1"
"2004080898","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004081121","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004083178","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2004083390","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2004084121","U","U","U","Y","U","N","1","U","U","99999","N","","","","","","","","U","","","","","1"
"2005061444","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005061909","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005062582","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005063080","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005063873","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005064305","N","Y","N","N","Y","Y","1","Y","N","99999","N","","","","","","","","N","","","","","1"
"2005066159","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005066988","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005066992","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005067843","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2005068000","","","","","","","","","","","","","","","","","","","","","","","","2"
"2005068010","U","U","U","U","","","0","U","U","99999","N","","","","","","","","U","","","","","2"
"2005069239","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005069274","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005069642","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005073995","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004084645","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004084659","U","U","U","N","","","0","U","U","99999","U","","","","","","","","U","","","","","1"
"2004084998","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004085630","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004086728","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2004087079","U","U","U","N","","","0","U","U","99999","N","","","","","","","","U","","","","","1"
"2004087283","U","U","U","U","U","U","1","U","U","00200","N","","","","","","","","N","","","","","1"
"2005074599","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005075064","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005078253","","","","","","","","","","","","","","","","","","","","U","U","N","N","1"
"2005078717","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005080296","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005081576","U","U","U","U","","","0","U","U","99999","N","","","","","","","","U","","","","","1"
"2005082126","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004088260","","","","","","","","","","","","","","","","","","","","U","U","Y","U","2"
"2004088603","U","U","U","N","","","9","U","U","99999","Y","U","U","","","9","U","U","U","","","","","1"
"2004088700","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2004089107","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004089351","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2004089404","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2004089748","U","U","U","N","U","U","1","U","U","99999","N","","","","","","","","U","","","","","1"
"2004089787","N","U","U","U","","","0","U","U","99999","N","","","","","","","","N","","","","","1"
"2004090230","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004090275","U","U","U","N","","","0","U","U","99999","Y","U","N","","","0","U","U","N","","","","","3"
"2004090544","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004090553","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2004090558","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004090606","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004090635","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005085349","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005095406","","","","","","","","","","","","","","","","","","","","N","U","N","U","1"
"2005099440","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","2"
"2005101072","","","","","","","","","","","","","","","","","","","","U","U","N","U","3"
"2005101086","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2004219699","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005002582","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005006085","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005007148","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004012672","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004012824","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004018126","U","U","U","U","","","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2005010962","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005011836","U","U","U","U","U","U","9","U","U","99999","Y","U","U","U","U","9","U","U","U","","","","","1"
"2005011889","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005014764","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005015062","U","U","U","Y","U","U","1","U","U","99999","Y","U","Y","U","U","1","U","U","U","","","","","1"
"2007093552","U","U","U","N","N","N","0","U","U","99999","N","","","","","","","","U","","","","","1"
"2005019562","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005024989","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2004026989","U","U","U","N","","","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2004029433","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2004056768","U","U","U","N","","","0","U","U","99999","U","","","","","","","","U","","","","","1"
"2005028836","","","","","","","","","","","","","","","","","","","","N","N","Y","U","2"
"2005030144","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005030957","U","U","U","Y","U","U","1","U","U","99999","N","","","","","","","","U","","","","","2"
"2005032404","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2005032404","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2005032760","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005032770","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005032950","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004059036","U","U","U","Y","U","U","1","U","U","99999","N","","","","","","","","U","","","","","2"
"2004071851","U","U","U","Y","U","Y","1","Y","Y","99999","N","","","","","","","","U","","","","","1"
"2005037692","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2005044496","U","U","U","N","U","U","1","U","U","99999","N","","","","","","","","U","","","","","1"
"2004080448","U","U","U","Y","U","U","1","U","U","99999","N","","","","","","","","N","","","","","1"
"2004081239","U","U","U","U","","","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2004081481","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004081498","U","U","U","Y","","","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2004082358","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2004082462","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","1"
"2004082868","U","U","U","N","","","0","U","U","99999","N","","","","","","","","U","","","","","1"
"2004083372","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005053251","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2005053254","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005054007","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005054171","Y","U","Y","Y","Y","Y","1","Y","N","00700","N","","","","","","","","N","","","","","1"
"2005054660","","","","","","","","","","","","","","","","","","","","U","U","Y","U","2"
"2005057368","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005058375","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005059995","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2005059997","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005060764","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","2"
"2005061603","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","2"
"2005062612","U","U","U","U","U","U","9","U","U","99999","N","","","","","","","","U","","","","","2"
"2005062625","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005063082","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005063497","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005063823","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005063893","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2005063911","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005064112","","","","","","","","","","","","","","","","","","","","U","Y","N","U","2"
"2005065788","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005070245","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005070443","","","","","","","","","","","","","","","","","","","","U","U","Y","U","2"
"2005070446","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005070703","","","","","","","","","","","U","","","","","","","","","","","","","2"
"2005073999","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2004084306","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2004084878","N","N","N","N","U","N","1","Y","Y","01000","N","","","","","","","","N","","","","","1"
"2004085209","","","","","","","","","","","","","","","","","","","","U","N","N","U","1"
"2004085578","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2004086215","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004087540","","","","","","","","","","","","","","","","","","","","U","U","U","U","1"
"2005077972","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005080707","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005082041","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005083288","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2005083412","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2005083910","U","U","U","U","","","0","U","U","99999","N","","","","","","","","U","","","","","1"
"2004088589","U","U","N","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","2"
"2004088694","","","","","","","","","","","","","","","","","","","","U","U","Y","U","2"
"2004089223","U","U","U","U","U","U","9","U","U","99999","Y","U","U","U","U","9","U","U","U","","","","","2"
"2004089275","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2004089313","","","","","","","","","","","","","","","","","","","","U","U","N","U","1"
"2004089342","","","","","","","","","","","","","","","","","","","","U","U","Y","U","1"
