"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_HLMT_TYPE","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","PC_HDLGHT_IND","PC_HLMT_IND","PC_PASSNGR_IND","PC_REAR_RFLTR_IND","UNIT_NUM"
"2003001854","U","U","U","U","U","U","9","U","U","00000","U","U","U","U","U","9","U","U","U","","","","","1"
"2003001898","U","U","U","U","U","U","9","U","U","00000","U","U","U","U","U","9","U","U","U","","","","","1"
"2003001964","U","U","U","Y","U","U","9","U","U","00000","U","U","U","U","U","9","U","U","U","","","","","1"
"2003006969","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2003010797","U","U","U","U","U","U","9","U","U","00000","U","U","U","U","U","9","U","U","U","","","","","2"
"2003010844","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005021326","","","","","","","","","","","","","","","","","","","","U","U","U","U","1"
"2005112197","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005112511","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","1"
"2005116723","","","","","","","","","","","","","","","","","","","","U","U","N","U","2"
"2003011935","U","U","U","U","U","U","9","U","U","00000","U","U","U","U","U","9","U","U","U","","","","","2"
"2003016539","U","U","U","U","U","U","9","U","U","00000","U","U","U","U","U","9","U","U","U","","","","","2"
"2003016924","","","","","","","","","","","","","","","","","","","","N","U","U","U","2"
"2003017233","U","U","U","U","U","U","9","U","U","00000","U","U","U","U","U","9","U","U","U","","","","","1"
"2003019860","U","U","U","Y","U","U","9","U","U","00000","U","U","U","U","U","9","U","U","U","","","","","1"
"2003020349","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005122908","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2005127616","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","2"
"2005163113","","","","","","","","","","","","","","","","","","","","U","N","N","U","2"
"2005163444","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","2"
"2004018594","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","3"
"2004091258","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2004091699","U","U","U","U","U","U","9","U","U","99999","U","","","","","","","","U","","","","","2"
"2003023762","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2003024734","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2003024755","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2003025243","","","","","","","","","","","","","","","","","","","","U","U","U","U","2"
"2003025265","U","U","U","U","U","U","9","U","U","00000","U","U","U","U","U","9","U","U","U","","","","","1"
"2003025277","","","","","","","","","","","","","","","","","","","","U","Y","U","U","2"
